"Scenario","Seed","Method","n_called","TP","FP","FN","Sensitivity","FDR","Precision","n_sep_A","n_sep_B","Jaccard_vs_intersect","n_only_in_joint_vs_intersect","TP_only_in_joint_vs_intersect","n_only_in_intersect_vs_joint","TP_only_in_intersect_vs_joint"
"confounded",10078,"Joint_Condition_only_harmonized",30,30,0,70,0.3,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10078,"Joint_Condition_Platform_harmonized",82,79,3,21,0.79,0.0365853658536585,0.963414634146341,NA,NA,0.0609756097560976,77,74,0,0
"confounded",10078,"Joint_Condition_only_raw",1980,80,1900,20,0.8,0.95959595959596,0.0404040404040404,NA,NA,NA,NA,NA,NA,NA
"confounded",10078,"Joint_Condition_Platform_raw",79,75,4,25,0.75,0.0506329113924051,0.949367088607595,NA,NA,NA,NA,NA,NA,NA
"confounded",10079,"Separate_intersect",0,0,0,100,0,NA,NA,0,7,1,NA,NA,NA,NA
"confounded",10079,"Separate_union",7,7,0,93,0.07,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10079,"Joint_Condition_only_harmonized",32,32,0,68,0.32,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10079,"Joint_Condition_Platform_harmonized",77,73,4,27,0.73,0.051948051948052,0.948051948051948,NA,NA,0,77,73,0,0
"confounded",10079,"Joint_Condition_only_raw",1972,72,1900,28,0.72,0.963488843813387,0.0365111561866126,NA,NA,NA,NA,NA,NA,NA
"confounded",10079,"Joint_Condition_Platform_raw",82,78,4,22,0.78,0.0487804878048781,0.951219512195122,NA,NA,NA,NA,NA,NA,NA
"confounded",10080,"Separate_intersect",2,2,0,98,0.02,0,1,13,9,1,NA,NA,NA,NA
"confounded",10080,"Separate_union",20,20,0,80,0.2,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10080,"Joint_Condition_only_harmonized",34,34,0,66,0.34,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10080,"Joint_Condition_Platform_harmonized",75,73,2,27,0.73,0.0266666666666667,0.973333333333333,NA,NA,0.0266666666666667,73,71,0,0
"confounded",10080,"Joint_Condition_only_raw",1973,73,1900,27,0.73,0.963000506842372,0.036999493157628,NA,NA,NA,NA,NA,NA,NA
"confounded",10080,"Joint_Condition_Platform_raw",86,81,5,19,0.81,0.0581395348837209,0.941860465116279,NA,NA,NA,NA,NA,NA,NA
"confounded",10081,"Separate_intersect",0,0,0,100,0,NA,NA,10,2,1,NA,NA,NA,NA
"confounded",10081,"Separate_union",12,12,0,88,0.12,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10081,"Joint_Condition_only_harmonized",26,26,0,74,0.26,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10081,"Joint_Condition_Platform_harmonized",62,61,1,39,0.61,0.0161290322580645,0.983870967741935,NA,NA,0,62,61,0,0
"confounded",10081,"Joint_Condition_only_raw",1985,85,1900,15,0.85,0.957178841309824,0.0428211586901763,NA,NA,NA,NA,NA,NA,NA
"confounded",10081,"Joint_Condition_Platform_raw",71,66,5,34,0.66,0.0704225352112676,0.929577464788732,NA,NA,NA,NA,NA,NA,NA
"confounded",10082,"Separate_intersect",5,5,0,95,0.05,0,1,18,20,1,NA,NA,NA,NA
"confounded",10082,"Separate_union",33,33,0,67,0.33,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10082,"Joint_Condition_only_harmonized",36,36,0,64,0.36,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10082,"Joint_Condition_Platform_harmonized",70,68,2,32,0.68,0.0285714285714286,0.971428571428571,NA,NA,0.0714285714285714,65,63,0,0
"confounded",10082,"Joint_Condition_only_raw",1977,77,1900,23,0.77,0.961052099140111,0.0389479008598887,NA,NA,NA,NA,NA,NA,NA
"confounded",10082,"Joint_Condition_Platform_raw",79,77,2,23,0.77,0.0253164556962025,0.974683544303797,NA,NA,NA,NA,NA,NA,NA
"confounded",10083,"Separate_intersect",0,0,0,100,0,NA,NA,14,0,1,NA,NA,NA,NA
"confounded",10083,"Separate_union",14,14,0,86,0.14,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10083,"Joint_Condition_only_harmonized",21,21,0,79,0.21,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10083,"Joint_Condition_Platform_harmonized",74,67,7,33,0.67,0.0945945945945946,0.905405405405405,NA,NA,0,74,67,0,0
"confounded",10083,"Joint_Condition_only_raw",1987,87,1900,13,0.87,0.956215400100654,0.0437845998993457,NA,NA,NA,NA,NA,NA,NA
"confounded",10083,"Joint_Condition_Platform_raw",78,70,8,30,0.7,0.102564102564103,0.897435897435897,NA,NA,NA,NA,NA,NA,NA
"confounded",10084,"Separate_intersect",0,0,0,100,0,NA,NA,0,4,1,NA,NA,NA,NA
"confounded",10084,"Separate_union",4,4,0,96,0.04,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10084,"Joint_Condition_only_harmonized",34,34,0,66,0.34,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10084,"Joint_Condition_Platform_harmonized",70,69,1,31,0.69,0.0142857142857143,0.985714285714286,NA,NA,0,70,69,0,0
"confounded",10084,"Joint_Condition_only_raw",1977,77,1900,23,0.77,0.961052099140111,0.0389479008598887,NA,NA,NA,NA,NA,NA,NA
"confounded",10084,"Joint_Condition_Platform_raw",86,80,6,20,0.8,0.0697674418604651,0.930232558139535,NA,NA,NA,NA,NA,NA,NA
"confounded",10085,"Separate_intersect",4,4,0,96,0.04,0,1,12,27,1,NA,NA,NA,NA
"confounded",10085,"Separate_union",35,33,2,67,0.33,0.0571428571428571,0.942857142857143,NA,NA,NA,NA,NA,NA,NA
"confounded",10085,"Joint_Condition_only_harmonized",37,36,1,64,0.36,0.027027027027027,0.972972972972973,NA,NA,NA,NA,NA,NA,NA
"confounded",10085,"Joint_Condition_Platform_harmonized",68,64,4,36,0.64,0.0588235294117647,0.941176470588235,NA,NA,0.0588235294117647,64,60,0,0
"confounded",10085,"Joint_Condition_only_raw",1982,82,1900,18,0.82,0.958627648839556,0.041372351160444,NA,NA,NA,NA,NA,NA,NA
"confounded",10085,"Joint_Condition_Platform_raw",74,70,4,30,0.7,0.0540540540540541,0.945945945945946,NA,NA,NA,NA,NA,NA,NA
"confounded",10086,"Separate_intersect",1,1,0,99,0.01,0,1,16,5,1,NA,NA,NA,NA
"confounded",10086,"Separate_union",20,20,0,80,0.2,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10086,"Joint_Condition_only_harmonized",34,34,0,66,0.34,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10086,"Joint_Condition_Platform_harmonized",65,64,1,36,0.64,0.0153846153846154,0.984615384615385,NA,NA,0.0153846153846154,64,63,0,0
"confounded",10086,"Joint_Condition_only_raw",1970,70,1900,30,0.7,0.964467005076142,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA
"confounded",10086,"Joint_Condition_Platform_raw",71,70,1,30,0.7,0.0140845070422535,0.985915492957746,NA,NA,NA,NA,NA,NA,NA
"confounded",10087,"Separate_intersect",0,0,0,100,0,NA,NA,0,4,1,NA,NA,NA,NA
"confounded",10087,"Separate_union",4,4,0,96,0.04,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10087,"Joint_Condition_only_harmonized",33,33,0,67,0.33,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10087,"Joint_Condition_Platform_harmonized",66,63,3,37,0.63,0.0454545454545455,0.954545454545455,NA,NA,0,66,63,0,0
"confounded",10087,"Joint_Condition_only_raw",1971,71,1900,29,0.71,0.963977676306443,0.0360223236935566,NA,NA,NA,NA,NA,NA,NA
"confounded",10087,"Joint_Condition_Platform_raw",75,70,5,30,0.7,0.0666666666666667,0.933333333333333,NA,NA,NA,NA,NA,NA,NA
"confounded",10088,"Separate_intersect",5,5,0,95,0.05,0,1,14,14,1,NA,NA,NA,NA
"confounded",10088,"Separate_union",23,21,2,79,0.21,0.0869565217391304,0.91304347826087,NA,NA,NA,NA,NA,NA,NA
"confounded",10088,"Joint_Condition_only_harmonized",29,29,0,71,0.29,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10088,"Joint_Condition_Platform_harmonized",56,55,1,45,0.55,0.0178571428571429,0.982142857142857,NA,NA,0.0892857142857143,51,50,0,0
"confounded",10088,"Joint_Condition_only_raw",1980,80,1900,20,0.8,0.95959595959596,0.0404040404040404,NA,NA,NA,NA,NA,NA,NA
"confounded",10088,"Joint_Condition_Platform_raw",67,64,3,36,0.64,0.0447761194029851,0.955223880597015,NA,NA,NA,NA,NA,NA,NA
"confounded",10089,"Separate_intersect",5,5,0,95,0.05,0,1,23,14,1,NA,NA,NA,NA
"confounded",10089,"Separate_union",32,32,0,68,0.32,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10089,"Joint_Condition_only_harmonized",39,39,0,61,0.39,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10089,"Joint_Condition_Platform_harmonized",71,66,5,34,0.66,0.0704225352112676,0.929577464788732,NA,NA,0.0704225352112676,66,61,0,0
"confounded",10089,"Joint_Condition_only_raw",1975,75,1900,25,0.75,0.962025316455696,0.0379746835443038,NA,NA,NA,NA,NA,NA,NA
"confounded",10089,"Joint_Condition_Platform_raw",85,76,9,24,0.76,0.105882352941176,0.894117647058824,NA,NA,NA,NA,NA,NA,NA
"confounded",10090,"Separate_intersect",3,3,0,97,0.03,0,1,21,14,1,NA,NA,NA,NA
"confounded",10090,"Separate_union",32,31,1,69,0.31,0.03125,0.96875,NA,NA,NA,NA,NA,NA,NA
"confounded",10090,"Joint_Condition_only_harmonized",40,40,0,60,0.4,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10090,"Joint_Condition_Platform_harmonized",77,74,3,26,0.74,0.038961038961039,0.961038961038961,NA,NA,0.038961038961039,74,71,0,0
"confounded",10090,"Joint_Condition_only_raw",1963,63,1900,37,0.63,0.967906265919511,0.032093734080489,NA,NA,NA,NA,NA,NA,NA
"confounded",10090,"Joint_Condition_Platform_raw",82,78,4,22,0.78,0.0487804878048781,0.951219512195122,NA,NA,NA,NA,NA,NA,NA
"confounded",10091,"Separate_intersect",1,1,0,99,0.01,0,1,3,16,1,NA,NA,NA,NA
"confounded",10091,"Separate_union",18,18,0,82,0.18,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10091,"Joint_Condition_only_harmonized",32,32,0,68,0.32,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10091,"Joint_Condition_Platform_harmonized",62,60,2,40,0.6,0.032258064516129,0.967741935483871,NA,NA,0.0161290322580645,61,59,0,0
"confounded",10091,"Joint_Condition_only_raw",1980,80,1900,20,0.8,0.95959595959596,0.0404040404040404,NA,NA,NA,NA,NA,NA,NA
"confounded",10091,"Joint_Condition_Platform_raw",71,69,2,31,0.69,0.028169014084507,0.971830985915493,NA,NA,NA,NA,NA,NA,NA
"confounded",10092,"Separate_intersect",3,3,0,97,0.03,0,1,13,19,1,NA,NA,NA,NA
"confounded",10092,"Separate_union",29,28,1,72,0.28,0.0344827586206897,0.96551724137931,NA,NA,NA,NA,NA,NA,NA
"confounded",10092,"Joint_Condition_only_harmonized",32,32,0,68,0.32,0,1,NA,NA,NA,NA,NA,NA,NA
"confounded",10092,"Joint_Condition_Platform_harmonized",81,77,4,23,0.77,0.0493827160493827,0.950617283950617,NA,NA,0.037037037037037,78,74,0,0
"confounded",10092,"Joint_Condition_only_raw",1970,70,1900,30,0.7,0.964467005076142,0.0355329949238579,NA,NA,NA,NA,NA,NA,NA
"confounded",10092,"Joint_Condition_Platform_raw",82,78,4,22,0.78,0.0487804878048781,0.951219512195122,NA,NA,NA,NA,NA,NA,NA
