"Gene","adjP_Condition","Ec","Ep","Em","Es","Ex","AUC_Microarray","AUC_RNAseq","Ex_train"
"SLC6A4",0.0345503517014997,0.005517469179758,0.999975325177625,1,0.33,0.392786421499293,0.621428571428571,0.654320987654321,0.34297520661157
"ATP2A3",5.38329945003098e-09,0.0797324809740586,0.999991917971145,0,0,0.648514851485149,0.96547619047619,0.780864197530864,0.940082644628099
"GIPC1",3.11122914334399e-09,0.0303008745230207,0.999973692656515,0,0,0.673267326732673,0.877380952380952,0.796296296296296,0.787190082644628
"SLC7A11",6.55729581279425e-11,0.0855653971613072,0.999990342657849,1,0.33,0.732673267326733,0.989285714285714,0.833333333333333,0.981404958677686
"CDKN2B",1.22797226370931e-22,0.403628614234325,0.99999700579324,1,0.33,0.891089108910891,1,0.932098765432099,1
"TNFRSF9",0.00256353558277882,0.00783284593605475,0.99996854002195,1,0.33,0.406152758132956,0.629761904761905,0.783950617283951,0.357438016528926
"ADH6",5.0513844003887e-08,0.0663013171277759,0.999991264982733,1,0.33,0.663366336633663,0.977380952380952,0.790123456790123,0.960743801652893
"FAM107A",2.09661095069455e-11,0.0959449451884103,0.999991136710541,1,0.33,0.816831683168317,0.944047619047619,0.885802469135802,0.902892561983471
"MPL",0.00625464288897039,0.00601936036024975,0.999964905026272,0,0,0.304455445544554,0.795238095238095,0.566358024691358,0.644628099173554
"DGKZ",3.48082156219321e-10,0.0493330447131569,0.999982857518392,0,0,0.782178217821782,0.954761904761905,0.864197530864198,0.921487603305785
"RYR2",0.0460006943384049,0.00444313586841415,0.99997161185027,0,0,0.394695898161245,0.622619047619048,0.740740740740741,0.34504132231405
"DGKQ",7.86884925975804e-06,0.018988904318136,0.999974923841095,0,0,0.633663366336634,0.842857142857143,0.771604938271605,0.727272727272727
"SLC13A2",9.8334495552936e-05,0.0312085489329716,0.999989375813105,0,0,0.53960396039604,0.797619047619048,0.712962962962963,0.648760330578512
"SHOX",0.190924900269129,0.00128935800342512,0.99994517828589,1,0.33,0.286810466760962,0.555357142857143,0.623456790123457,0.228305785123967
"HTR4",0.000284374972320729,0.0168076525180975,0.999980875061633,1,0.33,0.448161244695898,0.655952380952381,0.802469135802469,0.402892561983471
"ABCD2",0.0215408300937992,0.00685677794666054,0.999977570929868,1,0.33,0.398514851485149,0.625,0.87037037037037,0.349173553719008
"SHH",4.4271725421475e-11,0.0777258170529193,0.999988881022723,1,0.33,0.836633663366337,0.960714285714286,0.898148148148148,0.931818181818182
"SLCO4C1",1.30636873095292e-08,0.0616920955341648,0.999989438488967,0,0,0.608910891089109,0.942857142857143,0.756172839506173,0.900826446280992
"XRCC2",2.39512375549851e-05,0.0189457552740913,0.999977487471104,1,0.33,0.513083451202263,0.696428571428571,0.845679012345679,0.473140495867769
"SULT1B1",2.43554158168709e-14,0.178825695247125,0.999994757322692,1,0.33,0.806930693069307,0.998809523809524,0.87962962962963,0.997933884297521
"ASCL2",5.87196925061229e-18,0.28835853421273,0.999996442531299,1,0.33,0.668316831683168,0.986904761904762,0.79320987654321,0.977272727272727
"PEMT",3.89864834257136e-07,0.0259524642592931,0.999977171928848,0,0,0.693069306930693,0.857142857142857,0.808641975308642,0.752066115702479
"MUSK",5.55276789877822e-05,0.0213655184691115,0.999982090411684,1,0.33,0.298267326732673,0.5625,0.953703703703704,0.240702479338843
"WSCD2",0.0546620944070521,0.00292748529068143,0.999958206023207,1,0.33,0.228571428571429,0.519047619047619,0.770061728395062,0.165289256198347
"FZD9",0.00244001771441375,0.0119723671657687,0.999980129971532,0,0,0.461527581329561,0.664285714285714,0.842592592592593,0.417355371900826
"TNFRSF13B",3.28437095978627e-10,0.072718282306699,0.999989168778753,1,0.33,0.818599717114569,0.886904761904762,0.932098765432099,0.803719008264463
"PTGER1",0.0013476920296007,0.00844747550138873,0.999967614793102,0,0,0.549504950495049,0.728571428571429,0.719135802469136,0.528925619834711
"GPR171",0.0115571973888815,0.00880336209919754,0.999979941940813,0,0,0.53960396039604,0.779166666666667,0.712962962962963,0.616735537190083
"CMKLR1",0.00274111851822643,0.00712672034774817,0.999965586082942,0,0,0.449115983026874,0.656547619047619,0.811728395061728,0.403925619834711
"FOXD2",8.06488433518801e-06,0.0336251254705858,0.999987000699357,1,0.33,0.757425742574257,0.85,0.848765432098765,0.739669421487603
"BLNK",1.93067829147944e-06,0.0306102308940336,0.9999833768296,0,0,0.678217821782178,0.971428571428571,0.799382716049383,0.950413223140496
"ACOX1",3.95753305881151e-17,0.106055914387863,0.99998667297047,0,0,0.836633663366337,0.992857142857143,0.898148148148148,0.987603305785124
"MOBP",5.32007193183543e-06,0.0219216981753876,0.999977827411284,1,0.33,0.385148514851485,0.616666666666667,0.895061728395062,0.334710743801653
"FCAR",8.47232759196564e-07,0.0348892582272466,0.999984678304236,1,0.33,0.453889674681754,0.65952380952381,0.898148148148148,0.409090909090909
"ONECUT2",0.00121868487013201,0.0136675441999937,0.999980645297676,1,0.33,0.456753889674682,0.661309523809524,0.771604938271605,0.412190082644628
"TBX10",0.000150088415752549,0.016157942680627,0.999978233518103,1,0.33,0.445544554455446,0.903571428571429,0.654320987654321,0.832644628099174
"LILRB2",0.0305797690331895,0.00466977143636611,0.999969206366152,0,0,0.386138613861386,0.711904761904762,0.617283950617284,0.5
"PRKAA2",0.000908061029484142,0.0154507605517185,0.999982327132749,1,0.33,0.574257425742574,0.773809523809524,0.734567901234568,0.607438016528926
"RBCK1",1.8340682470499e-06,0.0221019485307586,0.999975875245382,0,0,0.445544554455446,0.927380952380952,0.654320987654321,0.87396694214876
"SERPINH1",1.99785376816235e-13,0.110584938953225,0.999990772219997,0,0,0.846534653465347,0.951190476190476,0.904320987654321,0.915289256198347
"PKP2",1.35589541438249e-11,0.0671975588965125,0.999985945272958,0,0,0.673267326732673,0.996428571428571,0.796296296296296,0.993801652892562
"CYP2A7",0.0166911363840458,0.00619064279562845,0.999973036304423,0,0,0.242574257425743,0.696428571428571,0.527777777777778,0.473140495867769
"KLRC3",9.03039325315772e-05,0.0250497248506335,0.999985973900116,0,0,0.681117397454031,0.801190476190476,0.802469135802469,0.654958677685951
"LAX1",1.11335409757944e-06,0.0285040951970281,0.999981093478013,0,0,0.707850070721358,0.817857142857143,0.839506172839506,0.683884297520661
"RNF125",2.32930718794489e-13,0.127424393590929,0.999992388347647,1,0.33,0.792079207920792,0.986904761904762,0.87037037037037,0.977272727272727
"POLQ",1.17714861528731e-07,0.0321965684804461,0.999980439337255,1,0.33,0.544554455445544,0.914285714285714,0.716049382716049,0.851239669421488
"DOK4",1.05144579583431e-06,0.0218345038660091,0.999974408782951,0,0,0.445544554455446,0.93452380952381,0.654320987654321,0.886363636363636
"PPP2R3A",1.38057217761611e-16,0.139143231194253,0.999990860329141,0,0,0.801980198019802,1,0.876543209876543,1
"ZNF304",2.98065183993172e-05,0.0255712734292871,0.99998437493215,0,0,0.584158415841584,0.925,0.740740740740741,0.869834710743802
"NCOR2",2.8365498470054e-06,0.0166337887731524,0.999968263788251,0,0,0.524752475247525,0.942857142857143,0.703703703703704,0.900826446280992
"S100A5",0.0399775621739538,0.00525623302530721,0.9999752108773,0,0,0.475247524752475,0.677380952380952,0.672839506172839,0.440082644628099
"SORBS3",0.000104498758464228,0.0106386457933551,0.99996407396677,0,0,0.581824611032532,0.739285714285714,0.756172839506173,0.547520661157025
"KLRD1",0.00233864164488825,0.00965310270034062,0.999974536224226,0,0,0.549504950495049,0.747619047619048,0.719135802469136,0.56198347107438
"AKAP5",2.04580822843809e-06,0.0443279969420762,0.999989382187949,0,0,0.564356435643564,0.916666666666667,0.728395061728395,0.855371900826446
"KRT12",4.98626174415159e-09,0.100646330925195,0.999994102360935,1,0.33,0.777227722772277,0.922619047619048,0.861111111111111,0.865702479338843
"DEFA6",0.00536443728102425,0.0214158575374568,0.999991680201017,1,0.33,0.495898161244696,0.685714285714286,0.728395061728395,0.454545454545455
"HTR7",0.000739232634171971,0.0118206744259605,0.999975325294291,0,0,0.432885431400283,0.646428571428571,0.858024691358025,0.386363636363636
"ADH1A",2.25869610535226e-15,0.194950289977173,0.99999486017168,1,0.33,0.871287128712871,0.984523809523809,0.919753086419753,0.973140495867769
"ID3",0.000126327178095996,0.0189013479436587,0.999981361615845,0,0,0.649611032531825,0.781547619047619,0.796296296296296,0.620867768595041
"CD160",2.09509566535392e-11,0.119022616182575,0.999993357921299,1,0.33,0.772277227722772,0.964285714285714,0.858024691358025,0.93801652892562
"CXCL3",1.68254243564788e-15,0.215177140229882,0.999995525970968,1,0.33,0.698019801980198,0.988095238095238,0.811728395061728,0.979338842975207
"CXCL5",7.71997973026226e-05,0.0524636996721429,0.999994524812446,1,0.33,0.653465346534653,0.819047619047619,0.783950617283951,0.685950413223141
"CCL22",0.00625666129127366,0.00921427124254549,0.999977974651942,0,0,0.533132956152758,0.708928571428571,0.722222222222222,0.494834710743802
"SCN7A",4.1109207618523e-12,0.157679737310006,0.999995160508224,1,0.33,0.683168316831683,0.980952380952381,0.802469135802469,0.966942148760331
"BMP8B",9.89923879869685e-05,0.0112849016719535,0.999966065445206,0,0,0.574186704384724,0.734523809523809,0.824074074074074,0.539256198347107
"PAX4",0.000637215465313428,0.0146803298997198,0.999980184837231,0,0,0.522630834512023,0.702380952380952,0.759259259259259,0.483471074380165
"AKAP9",2.90861316046011e-17,0.0970067197381926,0.999985045873129,0,0,0.678217821782178,1,0.799382716049383,1
"TFR2",0.000137318669002262,0.0173655460663967,0.999979698623486,1,0.33,0.493988684582744,0.68452380952381,0.811728395061728,0.452479338842975
"GUCY2D",0.00321509456470405,0.0114771625171981,0.999980235246961,0,0,0.153465346534653,0.822619047619048,0.472222222222222,0.692148760330578
"CD40LG",0.0143787514865008,0.00695145463101778,0.999975312199938,0,0,0.481577086280057,0.676785714285714,0.746913580246914,0.43904958677686
"NAALADL1",1.46485700875218e-14,0.128218179747006,0.99999148694047,1,0.33,0.861386138613861,0.954761904761905,0.91358024691358,0.921487603305785
"EVX1",0.324907242997807,0.000706970965282787,0.999931501405467,1,0.33,0.410891089108911,0.636309523809524,0.632716049382716,0.368801652892562
"GRPR",0.0799120896371578,0.00342921725965348,0.999969651378937,1,0.33,0.224752475247525,0.516666666666667,0.728395061728395,0.161157024793388
"PFKFB2",3.28182339027677e-07,0.0312177232141764,0.999981213015386,0,0,0.495049504950495,0.970238095238095,0.685185185185185,0.948347107438017
"PI15",0.000806985067522358,0.0132952034202963,0.999978644451862,0,0,0.103960396039604,0.848809523809524,0.441358024691358,0.737603305785124
"MAML3",1.38327539238146e-08,0.0310292849724081,0.999976520821602,0,0,0.752475247524752,0.907142857142857,0.845679012345679,0.838842975206612
"PRKCB",1.36533875777029e-13,0.0861590841341864,0.999987223264724,0,0,0.787128712871287,0.976190476190476,0.867283950617284,0.958677685950413
"DNAH9",0.153577736864103,0.00129275469366284,0.999937801414107,1,0.33,0.268670438472419,0.544047619047619,0.743827160493827,0.208677685950413
"NEUROG3",0.178914467767567,0.00178604650007482,0.999959518857878,1,0.33,0.316407355021216,0.573809523809524,0.854938271604938,0.260330578512397
"MEF2C",1.28207805739198e-09,0.0521031224795907,0.99998502553764,0,0,0.737623762376238,0.986904761904762,0.83641975308642,0.977272727272727
"DPT",1.96089702146704e-06,0.0475556728625673,0.999990239039113,1,0.33,0.642927864214993,0.777380952380952,0.845679012345679,0.613636363636364
"NR4A3",0.0335393177369324,0.00494879184599804,0.999971923360026,0,0,0.434794908062235,0.647619047619048,0.703703703703704,0.388429752066116
"CITED2",2.27087614846119e-16,0.128374502387635,0.999990049366249,0,0,0.836633663366337,1,0.898148148148148,1
"ESRRG",0.0367657084767142,0.00489975129557627,0.999972454431374,0,0,0.277227722772277,0.767857142857143,0.549382716049383,0.597107438016529
"MPP2",0.030578972435105,0.00276235388235297,0.999946151726223,1,0.33,0.112093352192362,0.446428571428571,0.83641975308642,0.0392561983471074
"GNRH1",4.70291096519766e-05,0.0219394634862797,0.999982288291731,0,0,0.608910891089109,0.914285714285714,0.756172839506173,0.851239669421488
"CHP1",1.79650303604758e-17,0.103046599517029,0.999985865374596,0,0,0.866336633663366,0.995238095238095,0.916666666666667,0.991735537190083
"CLEC4M",0.105829241364707,0.00175032716999312,0.999945228155759,1,0.33,0.230480905233381,0.520238095238095,0.709876543209877,0.167355371900827
"NFAT5",1.72062584092467e-07,0.0253047917948631,0.999975076162079,0,0,0.594059405940594,0.951190476190476,0.746913580246914,0.915289256198347
"NTN1",1.03449382222385e-06,0.0327209339674661,0.999983763927334,1,0.33,0.621923620933522,0.764285714285714,0.827160493827161,0.590909090909091
"ARHGEF16",0.000208032765965489,0.0113272489093805,0.999969133153891,0,0,0.623833097595474,0.76547619047619,0.774691358024691,0.59297520661157
"CACNA1C",0.000953272409501255,0.0118821718093254,0.999976423193778,1,0.33,0.613861386138614,0.78452380952381,0.759259259259259,0.62603305785124
"TNFRSF4",0.00756760898562364,0.00567401509554614,0.999964112535692,0,0,0.465346534653465,0.708333333333333,0.666666666666667,0.493801652892562
"MADCAM1",1.46255936382428e-07,0.0421164355028595,0.999985887955444,1,0.33,0.618811881188119,0.908333333333333,0.762345679012346,0.840909090909091
"GRK1",0.000563496892287593,0.0155316833084135,0.999981059275799,0,0,0.415841584158416,0.705952380952381,0.635802469135803,0.489669421487603
"PPARD",2.03118883171427e-14,0.0780180461315771,0.999984527518596,0,0,0.797029702970297,0.985714285714286,0.873456790123457,0.975206611570248
"TACR1",0.933437274773937,3.65738608611111e-06,0.999160636060432,1,0.33,0.341584158415841,0.607142857142857,0.589506172839506,0.318181818181818
"CEACAM3",0.00134078434935591,0.007615748918561,0.999963764510174,0,0,0.346534653465346,0.85,0.592592592592593,0.739669421487603
"CBFA2T3",2.60741492489599e-05,0.026421911533362,0.999984735116012,0,0,0.603960396039604,0.905952380952381,0.753086419753086,0.836776859504132
"CCR8",5.4822803490997e-08,0.0629194994744035,0.999990714233649,1,0.33,0.61046676096181,0.757142857142857,0.919753086419753,0.578512396694215
"CAPN9",1.94054690119695e-08,0.0764268681711021,0.999992206289321,1,0.33,0.559405940594059,0.920238095238095,0.725308641975309,0.861570247933884
"CCL7",0.0450216046610643,0.00458726204541173,0.999972375595132,0,0,0.33454738330976,0.585119047619048,0.780864197530864,0.279958677685951
"SIK1",8.06488433518801e-06,0.0249950099840189,0.999981616762922,0,0,0.445544554455446,0.990476190476191,0.654320987654321,0.983471074380165
"GIPR",8.36741616895905e-08,0.0449559819142837,0.999986387816313,1,0.33,0.683168316831683,0.891666666666667,0.802469135802469,0.81198347107438
"PABPC3",5.80172461361633e-09,0.0285080187683492,0.99997285229117,0,0,0.594059405940594,0.930952380952381,0.746913580246914,0.880165289256198
"MAN1A1",5.63919894465024e-08,0.0370326105620347,0.999982444027758,0,0,0.69059405940594,0.949404761904762,0.807098765432099,0.912190082644628
"LAS1L",5.11042906802211e-09,0.0353753683123524,0.999978465636627,0,0,0.673267326732673,0.952380952380952,0.796296296296296,0.917355371900827
"CYP2C18",8.24930777201874e-07,0.0521873652465508,0.999990593801832,0,0,0.341584158415841,0.964285714285714,0.589506172839506,0.93801652892562
"TBXAS1",0.000309898677032026,0.0189597200727047,0.999983542989109,0,0,0.113861386138614,0.844047619047619,0.447530864197531,0.729338842975207
"PRRC2A",2.78872935958633e-11,0.0438371228510554,0.999977808770668,0,0,0.787128712871287,0.991666666666667,0.867283950617284,0.985537190082645
"DDX21",3.72094199431041e-18,0.123685531957628,0.999988087710609,0,0,0.797029702970297,0.996428571428571,0.873456790123457,0.993801652892562
"ABCC3",2.22629229253117e-09,0.0554304489752973,0.999986525213796,0,0,0.653465346534653,0.976190476190476,0.783950617283951,0.958677685950413
"OSBPL7",2.08199117440281e-08,0.035619497301315,0.999980393996828,0,0,0.702970297029703,0.885714285714286,0.814814814814815,0.801652892561983
"PRSS16",0.0194917066041057,0.00482728633504911,0.999966124971674,1,0.33,0.493988684582744,0.68452380952381,0.774691358024691,0.452479338842975
"PTGER3",0.20699310500455,0.000879440182643802,0.999922524036257,1,0.33,0.254950495049505,0.732142857142857,0.535493827160494,0.535123966942149
"TRIM31",0.00313543967115691,0.0113079169857284,0.999979801418876,0,0,0.410891089108911,0.754761904761905,0.632716049382716,0.574380165289256
"KRT9",0.0100349980762763,0.00754526554552698,0.999975328138517,0,0,0.186562942008487,0.492857142857143,0.925925925925926,0.119834710743802
"MYO7A",8.80807594342052e-05,0.0145107203840725,0.999973826115913,0,0,0.455445544554456,0.85297619047619,0.660493827160494,0.744834710743802
"IL1A",0.000265670385877416,0.0206632888675363,0.999984780459646,1,0.33,0.333592644978784,0.58452380952381,0.885802469135803,0.278925619834711
"C4BPB",0.0074651294365713,0.00998180571746451,0.99998065866059,1,0.33,0.439568599717115,0.650595238095238,0.719135802469136,0.393595041322314
"ALK",1.53056476725189e-06,0.0322610981075438,0.999984038380691,1,0.33,0.736492220650637,0.835714285714286,0.839506172839506,0.714876033057851
"ADRB1",3.2338381554524e-08,0.0619592482201662,0.999990149245124,1,0.33,0.742574257425742,0.932142857142857,0.839506172839506,0.882231404958678
"DLX4",0.000462366542305472,0.0095012738221998,0.999966460602157,0,0,0.272489391796323,0.546428571428571,0.876543209876543,0.212809917355372
"BMP3",7.9610648717923e-18,0.3156505924593,0.999997017511716,1,0.33,0.811881188118812,0.988095238095238,0.882716049382716,0.979338842975207
"APLP2",1.30854880192883e-06,0.0160134107788725,0.999964773829374,0,0,0.655940594059406,0.930952380952381,0.785493827160494,0.880165289256198
"TGDS",4.18959497986572e-10,0.0385360754828503,0.999977542817459,0,0,0.693069306930693,0.942857142857143,0.808641975308642,0.900826446280992
"SIGLEC8",3.2321964769179e-05,0.0181322998276491,0.999977100148054,1,0.33,0.537906647807638,0.711904761904762,0.861111111111111,0.5
"GAS2L1",0.000438350645965454,0.00920536026219688,0.999965040022171,0,0,0.465346534653465,0.848809523809524,0.666666666666667,0.737603305785124
"AVPR1B",0.00208002320078699,0.0125561155113071,0.999980605984381,1,0.33,0.253394625176803,0.53452380952381,0.898148148148148,0.192148760330579
"ABCB11",6.87647588020101e-17,0.248018304124607,0.999995885523709,0,0,0.861386138613861,0.998809523809524,0.91358024691358,0.997933884297521
"TH",0.00044027827479268,0.0205167494299258,0.99998575397948,1,0.33,0.554137199434229,0.72202380952381,0.828703703703704,0.517561983471074
"TNFAIP8",0.000143357182218831,0.0112303743823468,0.999967362201907,0,0,0.639108910891089,0.775,0.783950617283951,0.609504132231405
"CACNA1I",0.0102228581615875,0.00498203973811782,0.999961466522127,1,0.33,0.446251768033946,0.654761904761905,0.716049382716049,0.400826446280992
"PTPRH",2.25869610535226e-15,0.164896601510503,0.999993450628166,1,0.33,0.826732673267327,0.989285714285714,0.891975308641975,0.981404958677686
"PGR",0.00360944618681,0.0087105101275196,0.999973727452845,1,0.33,0.513083451202263,0.696428571428571,0.762345679012346,0.473140495867769
"ST3GAL1",0.0264969931666269,0.00515891805859061,0.999971130132146,0,0,0.438118811881188,0.722619047619048,0.649691358024691,0.518595041322314
"LHX5",0.00984924010084551,0.00628411047650067,0.999969723255091,0,0,0.362234794908062,0.602380952380952,0.703703703703704,0.309917355371901
"ACKR1",0.00167646389258637,0.0163406269508995,0.999985108302967,1,0.33,0.485148514851485,0.816666666666667,0.679012345679012,0.681818181818182
"TRPA1",0.000247050137998116,0.0208954875446934,0.999984822938707,0,0,0.420792079207921,0.948809523809524,0.638888888888889,0.911157024793388
"UGT8",0.000639130937265992,0.0111913695541986,0.999973210690349,0,0,0.410891089108911,0.90952380952381,0.632716049382716,0.84297520661157
"POLR3D",7.8253383187078e-05,0.0116614243412207,0.999966343590259,0,0,0.589108910891089,0.801190476190476,0.743827160493827,0.654958677685951
"PCDH11X",0.00851323214947075,0.00950385886981891,0.999980173560223,0,0,0.37942008486563,0.613095238095238,0.864197530864197,0.328512396694215
"BRCA2",4.38599203275133e-16,0.127197370155228,0.999990164634809,1,0.33,0.702970297029703,0.992857142857143,0.814814814814815,0.987603305785124
"RCAN1",2.12179580144285e-12,0.061180413185801,0.999982952491263,0,0,0.648514851485149,0.980952380952381,0.780864197530864,0.966942148760331
"CACNA1F",0.000964493132320029,0.00976866884241663,0.999970814573755,0,0,0.50990099009901,0.713095238095238,0.694444444444444,0.502066115702479
"NPY2R",2.18230343136565e-05,0.023877032336972,0.999982498427992,1,0.33,0.417609618104668,0.636904761904762,0.827160493827161,0.369834710743802
"PCK1",1.99054453474098e-11,0.165560765496168,0.999995940294411,0,0,0.792079207920792,0.982142857142857,0.87037037037037,0.96900826446281
"ESM1",1.3910154945409e-20,0.355365937233293,0.999996841899698,1,1,0.891089108910891,0.975,0.932098765432099,0.956611570247934
"URB1",8.23373812795059e-06,0.0158631738725118,0.999969599388919,0,0,0.501626591230552,0.689285714285714,0.904320987654321,0.460743801652893
"EDN3",1.39845022922375e-16,0.259504260760642,0.99999630473825,1,0.33,0.856435643564357,1,0.910493827160494,1
"IL17A",0.00341505080419542,0.0137950793764691,0.999984187600758,0,0,0.516902404526167,0.698809523809524,0.722222222222222,0.477272727272727
"PTN",5.17006619180245e-14,0.0891054297055511,0.999987244275194,1,0.33,0.782178217821782,0.958333333333333,0.864197530864198,0.927685950413223
"AMELX",0.0407957447744662,0.00402760778278523,0.999967082540241,0,0,0.358415841584158,0.6,0.691358024691358,0.305785123966942
"KIR2DL4",2.73355393535428e-07,0.0366480471205991,0.999984158139946,1,0.33,0.574186704384724,0.734523809523809,0.901234567901235,0.539256198347107
"CACNA1E",0.00191051024504229,0.0077389684964516,0.99996642843174,0,0,0.516902404526167,0.698809523809524,0.731481481481482,0.477272727272727
"CLCN1",0.0190802456228082,0.00689091015415339,0.999976907921159,0,0,0.325954738330976,0.579761904761905,0.660493827160494,0.270661157024793
"FGR",0.000288322239426151,0.0153085359127514,0.999978788458438,0,0,0.623762376237624,0.789285714285714,0.765432098765432,0.634297520661157
"BAZ1B",1.97806090928555e-09,0.0297357163615187,0.999972462429969,0,0,0.623762376237624,0.952380952380952,0.765432098765432,0.917355371900827
"PRPS1",6.90410710609522e-11,0.0468089159254706,0.999980248151069,0,0,0.742574257425742,0.963095238095238,0.839506172839506,0.935950413223141
"LGALS2",1.0415164525945e-10,0.155167374756895,0.999995971420333,1,0.33,0.747524752475248,0.977380952380952,0.842592592592593,0.960743801652893
"RRAS2",0.000445604532599867,0.0120088784534792,0.999973868221577,0,0,0.51980198019802,0.93452380952381,0.700617283950617,0.886363636363636
"GABRD",0.0130680978216659,0.00580780775428656,0.999969204276189,1,0.33,0.362234794908062,0.602380952380952,0.858024691358025,0.309917355371901
"GJC1",0.000221779291618213,0.0162458770598164,0.999979439878134,1,0.33,0.747949080622348,0.842857142857143,0.854938271604938,0.727272727272727
"GRM2",0.000933072947801509,0.0123951355641894,0.999977429002385,1,0.33,0.484441301272984,0.678571428571428,0.774691358024691,0.442148760330578
"SSTR1",9.77328368558273e-11,0.0900856973914215,0.999991155451011,1,0.33,0.747524752475248,0.969047619047619,0.842592592592593,0.946280991735537
"RFXAP",3.16140002692923e-08,0.0320366466391953,0.999978494130513,0,0,0.648514851485149,0.929761904761905,0.780864197530864,0.878099173553719
"HOXA11",0.0120668180708499,0.00704944376308088,0.999974579732093,0,0,0.262376237623762,0.832142857142857,0.540123456790123,0.708677685950413
"SLC6A7",0.0200892921605819,0.00379875766473526,0.999956606264502,1,0.33,0.37942008486563,0.613095238095238,0.814814814814815,0.328512396694215
"FOXD3",7.23079496867237e-06,0.0309587874372315,0.999985500072769,1,0.33,0.623762376237624,0.785714285714286,0.765432098765432,0.628099173553719
"GFI1B",1.89180540074971e-05,0.0234392645838994,0.999981850645195,1,0.33,0.421428571428571,0.639285714285714,0.962962962962963,0.37396694214876
"PITX1",3.1231451976161e-05,0.0270221787295943,0.999985430429064,0,0,0.316831683168317,0.921428571428571,0.574074074074074,0.863636363636364
"FUT2",0.00130760463843698,0.00825075452821745,0.999966617172262,1,0.33,0.450495049504951,0.863095238095238,0.657407407407407,0.762396694214876
"PPARG",6.39981120264394e-06,0.0236956897585567,0.99998003020285,0,0,0.594059405940594,0.914285714285714,0.746913580246914,0.851239669421488
"GPR15",2.00933581214402e-07,0.0673576140427946,0.99999235907088,1,0.33,0.627652050919378,0.767857142857143,0.901234567901235,0.597107438016529
"SOX1",0.00157249271833753,0.0155484269206676,0.999984033307386,0,0,0.371287128712871,0.797619047619048,0.608024691358025,0.648760330578512
"S1PR2",0.000214977837577257,0.00990331230329357,0.999964470286585,0,0,0.252475247524753,0.844047619047619,0.533950617283951,0.729338842975207
"TAF4",1.46160848088701e-06,0.0186456665458363,0.999970378217523,0,0,0.574257425742574,0.878571428571429,0.734567901234568,0.789256198347107
"KCNG2",3.9732118424724e-09,0.0471216518518525,0.999984241426413,0,0,0.693069306930693,0.953571428571429,0.808641975308642,0.919421487603306
"GRIK4",0.00852182394032851,0.00829727053412066,0.999976918626361,0,0,0.498762376237624,0.6875,0.771604938271605,0.457644628099174
"CST2",1.00335553212964e-12,0.164787053876621,0.999995098497813,1,0.33,0.841513437057992,0.901190476190476,0.916666666666667,0.828512396694215
"HOXA6",0.00052098208033834,0.0136474044173993,0.999977829034305,0,0,0.53960396039604,0.760714285714286,0.712962962962963,0.584710743801653
"PDX1",0.000182107018041477,0.0228421490082587,0.999985740479628,1,0.33,0.336456859971711,0.586309523809524,0.854938271604938,0.28202479338843
"POU3F3",0.000106934779693793,0.0171890937747357,0.999978813148158,1,0.33,0.412835926449788,0.633928571428571,0.858024691358025,0.364669421487603
"SOX14",0.000237860515920122,0.024546083325589,0.999987396875949,0,0,0.446251768033946,0.654761904761905,0.794753086419753,0.400826446280992
"TRPC7",0.492449210709299,0.000324168614966733,0.999904901507176,1,0.33,0.309724186704385,0.569642857142857,0.746913580246914,0.253099173553719
"GJA3",3.96375979601525e-05,0.0190748493049783,0.999978838080297,0,0,0.387057991513437,0.617857142857143,0.858024691358025,0.336776859504132
"LILRA6",0.0043467049765859,0.00948706004589979,0.999976966147203,0,0,0.526449787835927,0.704761904761905,0.75,0.487603305785124
"GPR39",0.000555095872378663,0.00922533046194846,0.999966265589529,0,0,0.405940594059406,0.848809523809524,0.62962962962963,0.737603305785124
"SNTB1",7.03670719410685e-14,0.110333208566865,0.999990322413099,0,0,0.801980198019802,0.955952380952381,0.876543209876543,0.923553719008265
"FLNB",9.56810012525578e-12,0.0517609560272178,0.999980679055638,0,0,0.712871287128713,0.967857142857143,0.820987654320988,0.944214876033058
"EZR",1.52048773294372e-06,0.019159754997211,0.999971334772656,0,0,0.581683168316832,0.960714285714286,0.739197530864197,0.931818181818182
"EIF4G1",1.12009159108744e-08,0.0237724145205617,0.999968164739478,0,0,0.804455445544555,0.884523809523809,0.878086419753086,0.799586776859504
"VAT1",5.46579978181551e-05,0.0163441552087105,0.999975747997471,0,0,0.361386138613861,0.929761904761905,0.601851851851852,0.878099173553719
"HADHA",3.11475335549692e-14,0.0530952467651061,0.999976407163541,0,0,0.851485148514852,0.994642857142857,0.907407407407407,0.990702479338843
"ACTN1",4.73216179974724e-11,0.0543377621605421,0.999983033518215,0,0,0.809405940594059,0.991666666666667,0.881172839506173,0.985537190082645
"VCP",2.23368559763874e-09,0.0263524593126657,0.999968800189791,0,0,0.732673267326733,0.930952380952381,0.833333333333333,0.880165289256198
"CD24",0.000134152514261061,0.0152830875191809,0.999976510693151,1,0.33,0.497524752475247,0.9625,0.686728395061728,0.934917355371901
"PDIA4",1.38927769923724e-07,0.023246581804582,0.999972228415963,0,0,0.643564356435644,0.896428571428571,0.777777777777778,0.820247933884298
"BSG",6.7156439792417e-09,0.038825222098685,0.999980924119672,0,0,0.705445544554455,0.90952380952381,0.816358024691358,0.84297520661157
